,"Active Status","Type","Item","Description","Sales Tax Code","Purchase Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","U/M","U/M Set","Cost","Preferred Vendor","Tax Agency","Price","Gross Price","Amounts Include Tax","Reorder Pt (Min)","Manu. Part No.","Purchased for Resale","Sales Tax Return Line","Price L1","Price L2","AZ","Note","itemname"
,"Active","Service","Labour Charge","General Service Charge","H","H","Sales",,,0.00,,"","each (ea)","Count in each",0.00,,,50.00,56.5,"No","",,"No",,,,,,
,"Active","Service","Other Charges",,"H","H","Uncategorized Income",,,0.00,,"","each (ea)","Count in each",40.17,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","MPG B550 GAMING PLUS","MSI MB MPG B550 GAMING PLUS ATX GAMING (B550GPLUS)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"MSI MB MPG B550 GAMING PLUS ATX GAMING (B550GPLUS)",0,"each (ea)","Count in each",183.00,,,0.00,0,"No",""," B550GPLUS","No",,,,,,
,"Active","Inventory Part","Sound Cards",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Sound Cards:70SB174000003","Creative Labs Sound Card 70SB174000003 SOUND BLASTERX AE-5 PLUS Black","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Creative Labs Sound Card 70SB174000003 SOUND BLASTERX AE-5 PLUS Black",0,"each (ea)","Count in each",165.33,,,0.00,0,"No","","70SB174000003","No",,,,,,
,"Active","Inventory Part","Sound Cards:70SB174000000","Sound BlasterX AE5 Sound Card","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Sound BlasterX AE5 Sound Card",0,"each (ea)","Count in each",171.30,,,0.00,0,"No","","70SB174000000","No",,,,,,
,"Active","Inventory Part","Sound Cards:70SB181000000","Creative Labs Sound Card 70SB181000000 SOUND BLASTER X-3","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Creative Labs Sound Card 70SB181000000 SOUND BLASTER X-3",0,"each (ea)","Count in each",134.15,,,0.00,0,"No","","70SB181000000","No",,,,,,
,"Active","Inventory Part","Sound Cards:766623150859","Manhattan 150859 Hi-Speed USB 3-D Sound Adapter","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Manhattan Hi-Speed USB 3-D Sound Adapter",0,"each (ea)","Count in each",9.71,,,0.00,0,"No","","150859","No",,,,,,
,"Active","Inventory Part","Sound Cards:70SB150000000","Creative Labs  70SB150000000 SB 1500 Sound Blaster Z PCI-E Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Creative Labs 70SB150000000 SB 1500 Sound Blaster Z PCI-E Retail",0,"each (ea)","Count in each",120.00,,,0.00,0,"No","","70SB150000000","No",,,,,,
,"Active","Inventory Part","Camera",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Camera:T3H-00016","Microsoft LifeCam HD-3000 Webcam - 30 fps - USB 2.0 - 1280 x 720 Video - CMOS Sensor - Fixed Foc...","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Microsoft LifeCam HD-3000 Webcam - 30 fps - USB 2.0 - 1280 x 720 Video - CMOS Sensor - Fixed Foc...",0,"each (ea)","Count in each",36.50,,,0.00,0,"No","","HD-3000","No",,,,,,
,"Active","Inventory Part","Camera:960-001105 (Open Box)","Open Box Logitech 960-001105 BRIO 4K Ultra HD Webcam 90fps USB3.0","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Open Box Logitech 960-001105 BRIO 4K Ultra HD Webcam 90fps USB3.0",0,"each (ea)","Count in each",195.00,,,0.00,0,"No","","OB 960-001105","No",,,,,,
,"Active","Inventory Part","Camera:73VF077000000","Creative 73VF077000000 USB 2.0 Creative Live! Cam Sync HD Webcam","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Creative 73VF077000000 USB 2.0 Creative Live! Cam Sync HD Webcam",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","73VF077000000","No",,,,,,
,"Active","Inventory Part","Camera:C310","Logitech Camera 960-000585 Webcam C310 USB 720p 1280x720 w Microphone","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech Camera 960-000585 Webcam C310 USB 720p 1280x720 w Microphone",19,"each (ea)","Count in each",60.94,,,0.00,0,"No","","960-000585","No",,"64/0109","65",,,"960-000585"
,"Active","Inventory Part","Camera:960-001280","Logitech Webcam - 2.1 Megapixel - 60 fps - Graphite - USB - 1920 x 1080 Video - Auto-focus - Mic...","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech Webcam - 2.1 Megapixel - 60 fps - Graphite - USB - 1920 x 1080 Video - Auto-focus - Mic...",4,"each (ea)","Count in each",212.50,,,0.00,0,"No","","960-001280","No",,"218/0109","219",,,"960-001280"
,"Active","Inventory Part","Camera:960-001105","Logitech 960-001105 BRIO 4K Ultra HD Webcam 90fps USB3.0","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech 960-001105 BRIO 4K Ultra HD Webcam 90fps USB3.0",0,"each (ea)","Count in each",237.60,,,0.00,0,"No","","960-001105","No",,"262/1021","265",,,"960-001105"
,"Active","Inventory Part","Camera:B525","Logitech Webcam 960-000841 Color Webcam B525 Audio Hi-Speed USB","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech Webcam 960-000841 Color Webcam B525 Audio Hi-Speed USB",0,"each (ea)","Count in each",79.50,,,0.00,0,"No","","960-000841","No",,,,,,
,"Active","Inventory Part","Camera:960-001070","Logitech Pro Webcam Ultra Wide-Angle (960-001070)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech Pro Webcam Ultra Wide-Angle (960-001070)",9,"each (ea)","Count in each",143.00,,,0.00,0,"No","","960-001070","No",,"148/0109","149",,,"960-001070"
,"Active","Inventory Part","Camera:73VF086000000","Creative Labs Camera 73VF086000000 Live!Cam Sync 1080P","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Creative Labs Camera 73VF086000000 Live!Cam Sync 1080P",0,"each (ea)","Count in each",53.06,,,0.00,0,"No","","73VF086000000","No",,,,,,
,"Active","Inventory Part","Camera:C922","Logitech C922 Pro Webcam - 2 Megapixel - 60 fps - USB 2.0 - 1920 x 1080 Video - Auto-focus - Mic...","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech C922 Webcam - 2 Megapixel - 60 fps - USB 2.0 - 1920 x 1080 Video - Auto-focus - Microphone",23,"each (ea)","Count in each",123.95,,,0.00,0,"No","","960-001087","No",,"128/0109","129",,,"960-001087"
,"Active","Inventory Part","Camera:C525","Logitech Webcam 960-000715 Color HD Webcam C525 Audio Hi-Speed USB","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech Webcam 960-000715 Color HD Webcam C525 Audio Hi-Speed USB",16,"each (ea)","Count in each",69.38,,,0.00,0,"No","","960-000715","No",,"72/0109","73",,,"960-000715"
,"Active","Inventory Part","Camera:C615","Logitech C615 Webcam 960-000733 USB 2.0","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech C615 Webcam 960-000733 USB 2.0",1,"each (ea)","Count in each",75.25,,,0.00,0,"No","","960-000733","No",,"82/0109","83",,,"960-000733"
,"Active","Inventory Part","Camera:C925E","LOGITECH C925E WEBCAM 960-001075 USB 2.0","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"LOGITECH C925E WEBCAM 960-001075 USB 2.0",21,"each (ea)","Count in each",115.00,,,0.00,0,"No","","960-001075","No",,"121/0109","122",,,"960-001075"
,"Active","Inventory Part","Camera:C270","LOGITECH 960-000694 WEBCAM C270","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"LOGITECH 960-000694 WEBCAM C270",0,"each (ea)","Count in each",38.50,,,0.00,0,"No","","960-000694","No",,"44/0810","46",,,
,"Active","Inventory Part","Camera:B3","PRODATA B3 1080P FULL HD WEBCAM","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"PRODATA B3 1080P FULL HD WEBCAM",1,"each (ea)","Count in each",46.00,,,0.00,0,"No","","B3","No",,"48/1009","49",,,"B3"
,"Active","Inventory Part","Camera:C930e","Logitech Camera 960-000971 C930e Webcam USB2.0 1080p HD 1920x1080 Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech Camera 960-000971 C930e Webcam USB2.0 1080p HD 1920x1080 Retail",5,"each (ea)","Count in each",157.625,,,0.00,0,"No","","960-000971","No",,"157/0109","158",,,"960-000971"
,"Active","Inventory Part","Camera:C922x","Logitech C922x Pro Stream Webcam 1080P Camera for HD Video Streaming","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech C922x Pro Stream Webcam 1080P Camera for HD Video Streaming",0,"each (ea)","Count in each",104.58,,,289.99,327.6887,"No","","960-001176","No",,"139/0602","145",,,
,"Active","Inventory Part","Camera:710931303926","TRENDnet TV-IP551W Wireless N Internet Camera","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"TRENDnet TV-IP551W Wireless N Internet Camera",0,"each (ea)","Count in each",44.11,,,0.00,0,"No","","TV-IP551W","No",,,,,,
,"Active","Inventory Part","Camera:C920S","Logitech C920S Webcam - 2.1 Megapixel - 30 fps - USB 3.1 (960-001257)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech C920S Webcam - 2.1 Megapixel - 30 fps - USB 3.1",3,"each (ea)","Count in each",100.92,,,0.00,0,"No","","960-001257","No",,"108/0109","109",,,"960-001257"
,"Active","Inventory Part","Barebone",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Barebone:735858367714","Intel  System NUC KIT BLKNUC7i7DNK1E Core i7-8650U Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel  System NUC KIT BLKNUC7i7DNK1E Core i7-8650U Retail",0,"each (ea)","Count in each",750.69,,,0.00,0,"No","","BLKNUC7I7DNK1E","No",,,,,,
,"Active","Inventory Part","Barebone:BOXNUC8I7HVK1","Intel NUC 8 VR NUC8i7HVK Gaming - Core i7 i7-8809G - Mini PC - Black","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel NUC 8 VR NUC8i7HVK Gaming Desktop Computer - Core i7 i7-8809G - Mini PC - Black",0,"each (ea)","Count in each",1295.00,,,0.00,0,"No","","BOXNUC8I7HVK1","No",,,,,,
,"Active","Inventory Part","Barebone:BLKNUC7I5DNH1E","Intel BLKNUC7I5DNH1E","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel BLKNUC7I5DNH1E",1,"each (ea)","Count in each",611.50,,,0.00,0,"No","","BLKNUC7I5DNH1E","No",,"599/0928","602","679/0403",,"BLKNUC7I5DNH1E"
,"Active","Inventory Part","Barebone:735858360852","Intel NUC 7 Home NUC7i5BNKP","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel NUC 7 Home NUC7i5BNKP",0,"each (ea)","Count in each",800.00,,,0.00,0,"No","","NUC7i5BNKP","No",,,,,,
,"Active","Inventory Part","Barebone:735858338882","Intel NUC Kit BOXNUC7I7BNHX1 Core i7-7567U USB 3.0 w/16G Optane Memory","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel NUC Kit BOXNUC7I7BNHX1 Core i7-7567U USB 3.0 w/16G Optane Memory",0,"each (ea)","Count in each",669.53,,,0.00,0,"No","","BOXNUC7I7BNHX1","No",,,,,,
,"Active","Inventory Part","Barebone:735858320283","Intel NUC Kit BOXNUC7I7BNH Core i7-7567U USB 3.0 Single Pack Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel NUC Kit BOXNUC7I7BNH Core i7-7567U USB 3.0 Single Pack Retail",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","BOXNUC7I7BNH","No",,,,,,
,"Active","Inventory Part","Power Adapter",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Power Adapter:CSB604","CyberPower CSB604 Essential 6-Outlets Surge Suppressor with 900 Joules and 4FT Cord - Plain Brow...","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower CSB604 Essential 6-Outlets Surge Suppressor with 900 Joules and 4FT Cord - Plain Brow...",0,"each (ea)","Count in each",7.10,,,0.00,0,"No","","CSB604","No",,,,,,
,"Active","Inventory Part","Power Adapter:TLM615NCRA","Tripp Lite Power Strip Metal 120V 5-15R Right Angle 6 Outlet 15ft Cord","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Tripp Lite Power Strip Metal 120V 5-15R Right Angle 6 Outlet 15ft Cord",0,"each (ea)","Count in each",39.60,,,0.00,0,"No","","TLM615NCRA","No",,,,,,
,"Active","Inventory Part","Power Adapter:90XB00DN-MPW010","Asus 120W 90XB00DN-MPW010","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Asus 120W 90XB00DN-MPW010",0,"each (ea)","Count in each",87.91,,,0.00,0,"No","","90XB00DN-MPW010","No",,,,,,
,"Active","Inventory Part","Power Adapter:PS32-2BD","Rayovac 4 Position Battery Charger With 2AA Hybrid NiMh Batteries (PS32-2BD)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Rayovac 4 Position Battery Charger With 2AA Hybrid NiMh Batteries (PS32-2BD)",79,"each (ea)","Count in each",7.75,,,0.00,0,"No","","PS32-2BD","No",,,,,,
,"Active","Inventory Part","Power Adapter:884102019449","Cooler Master SNA 90 Slim Universal Notebook Power Charger 90W","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master SNA 90 Slim Universal Notebook Power Charger 90W",0,"each (ea)","Count in each",32.00,,,0.00,0,"No","","RP-090-SNAA-J1","No",,,,,,
,"Active","Inventory Part","Power Adapter:841163060964","ThermalTake PO-ULA-PC90BK-00 ENGERG BAR 90W LAPTOP ADAPTER","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"ThermalTake PO-ULA-PC90BK-00 ENGERG BAR 90W LAPTOP ADAPTER",0,"each (ea)","Count in each",37.19,,,0.00,0,"No","","PO-ULA-PC90BK-00","No",,,,,,
,"Active","Inventory Part","Power Adapter:Generic",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,2,"each (ea)","Count in each",15.00,,,0.00,0,"No","","Generic","No",,,,,,
,"Active","Inventory Part","Battery",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,,,0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Battery:UPS-Generic",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",27.16,,,0.00,0,"No","","OEM UPS Battery","No",,,,,,
,"Active","Inventory Part","Battery:RBC110","APC Replacement Battery Cartridge #110","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC Replacement Battery Cartridge #110",0,"each (ea)","Count in each",52.27,,,0.00,0,"No","","RBC110","No",,,,,,
,"Active","Inventory Part","Battery:RBC17","APC Replacement Battery Cartridge #17","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC Replacement Battery Cartridge #17",0,"each (ea)","Count in each",50.82,,,0.00,0,"No","","RBC17","No",,,,,,
,"Active","Inventory Part","Battery:RBC48","APC RBC48 battery for SUA750","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC RBC48 battery for SUA750",0,"each (ea)","Count in each",114.03,,,0.00,0,"No","","RBC48","No",,,,,,
,"Active","Inventory Part","Battery:RBC6A","TRIPP LITE RBC6A UPS Replacement Battery Cartridge","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"TRIPP LITE RBC6A UPS Replacement Battery Cartridge",0,"each (ea)","Count in each",112.85,,,0.00,0,"No","","RBC6A","No",,,,,,
,"Active","Inventory Part","Battery:CR2032","CR2032 button battery for MB","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CR2032 button battery for MB",15,"each (ea)","Count in each",0.09533,,,0.99,1.1187,"No","","CR2032","No",,"2.5","2.5",,,
,"Active","Inventory Part","Battery:APCRBC124","APC by Schneider Electric APCRBC124 UPS Replacement Battery Cartridge # 124","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC by Schneider Electric APCRBC124 UPS Replacement Battery Cartridge # 124",0,"each (ea)","Count in each",72.63,,,0.00,0,"No","","APCRBC124","No",,,,,,
,"Active","Inventory Part","Battery:APCRBC123","APC by Schneider Electric APCRBC123 UPS Replacement Battery Cartridge # 123","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC by Schneider Electric APCRBC123 UPS Replacement Battery Cartridge # 123",0,"each (ea)","Count in each",64.57,,,0.00,0,"No","","APCRBC123","No",,,,,,
,"Active","Inventory Part","Battery:NB-Generic",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",35.00,,,0.00,0,"No","","OEM Battery","No",,,,,,
,"Active","Inventory Part","Battery:ASUS",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Battery:LENOVO",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","UPS",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,,,0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","UPS:SMX3000RMLV2UNC","APC by Schneider Electric Smart-UPS X SMX3000RMLV2UNC 3000 VA Rack-mountable UPS - 2U Rack-mount...","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC by Schneider Electric Smart-UPS X SMX3000RMLV2UNC 3000 VA Rack-mountable UPS - 2U Rack-mount...",0,"each (ea)","Count in each",2293.50,,,0.00,0,"No","","SMX3000RMLV2UNC","No",,,,,,
,"Active","Inventory Part","UPS:SMC1500-2UC","APC by Schneider Electric Smart-UPS C 1500VA RM 2U 120V with SmartConnect","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC by Schneider Electric Smart-UPS C 1500VA RM 2U 120V with SmartConnect",0,"each (ea)","Count in each",675.46,,,0.00,0,"No","","SMC1500-2UC","No",,,,,,
,"Active","Inventory Part","UPS:CP1000PFCLCD","CyberPower CP1000PFCLCD UPS 1000VA 600W PFC compatible Pure sine wave","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower CP1000PFCLCD UPS 1000VA 600W PFC compatible Pure sine wave",0,"each (ea)","Count in each",157.96,,,0.00,0,"No","","CP1000PFCLCD","No",,,,,,
,"Active","Inventory Part","UPS:CP1500PFCLCD","CyberPower PFC Sinewave CP1500PFCLCD - Capacity: 1500VA / 1000W","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower PFC Sinewave CP1500PFCLCD - Capacity: 1500VA / 1000W",0,"each (ea)","Count in each",232.19,,,0.00,0,"No","","CP1500PFCLCD","No",,,,,,
,"Active","Inventory Part","UPS:CP1500AVRLCD","CyberPower UPS Systems CP1500AVRLCD Intelligent LCD - Capacity: 1500 VA / 900 W","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower UPS Systems CP1500AVRLCD Intelligent LCD - Capacity: 1500 VA / 900 W",0,"each (ea)","Count in each",175.14,,,0.00,0,"No","","CP1500AVRLCD","No",,,,,,
,"Active","Inventory Part","UPS:BE850M2","APC UPS BE850M2 Back-UPS 850VA 120V 450W 354Joules 9Outputs 2xUSB Charging Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC UPS BE850M2 Back-UPS 850VA 120V 450W 354Joules 9Outputs 2xUSB Charging Retail",4,"each (ea)","Count in each",124.00,,,0.00,0,"No","","BE850M2","No",,"131/0825","132",,,"BE850M2"
,"Active","Inventory Part","UPS:CP600LCD","CyberPower Intelligent LCD CP600LCD 600 VA Mfr #: CP600LCD..","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower Intelligent LCD CP600LCD 600 VA Mfr #: CP600LCD..",0,"each (ea)","Count in each",80.44,,,0.00,0,"No","","CP600LCD","No",,,,,,
,"Active","Inventory Part","UPS:SL700U","CyberPower Standby SL700U 700VA Slim Line UPS Mfr #: SL700U..","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower Standby SL700U 700VA Slim Line UPS Mfr #: SL700U..",0,"each (ea)","Count in each",82.82,,,0.00,0,"No","","SL700U","No",,,,,,
,"Active","Inventory Part","UPS:649532108251","CyberPower Intelligent LCD CP825AVRLCD 825 VA Desktop UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower Intelligent LCD CP825AVRLCD 825 VA Desktop UPS",0,"each (ea)","Count in each",116.47,,,0.00,0,"No","","CP825AVRLCD","No",,,,,,
,"Active","Inventory Part","UPS:649532607594","Cyberpower EC650LCD","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cyberpower EC650LCD",0,"each (ea)","Count in each",81.66,,,0.00,0,"No","","EC650LCD","No",,,,,,
,"Active","Inventory Part","UPS:731304322764","APC by Schneider Electric Smart-UPS SMC1500C 1500VA Desktop UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC by Schneider Electric Smart-UPS SMC1500C 1500VA Desktop UPS",0,"each (ea)","Count in each",416.07,,,0.00,0,"No","","SMC1500C","No",,,,,,
,"Active","Inventory Part","UPS:BR1500MS","APC BR1500MS Back UPS PRO BR 1500VA SineWave 10Outlets 2xUSB port AVR LCD Brown Box","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC BR1500MS Back UPS PRO BR 1500VA SineWave 10Outlets 2xUSB port AVR LCD Brown Box",0,"each (ea)","Count in each",229.22,,,0.00,0,"No","","BR1500MS","No",,,,,"731304335405",
,"Active","Inventory Part","UPS:731304268772","APC Back-UPS Pro 1500 - UPS - 865 Watt - 1500 VA","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC Back-UPS Pro 1500 - UPS - 865 Watt - 1500 VA",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","BR1500G","No",,,,,,
,"Active","Inventory Part","UPS:731304021360","APC BK500BLK Back-UPS CS 500VA Tower UPS 500VA/300W Battery Backup System","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC Back-UPS CS 500VA Tower UPS..500VA/300W Battery Backup System",0,"each (ea)","Count in each",129.00,,,0.00,0,"No","","BK500BLK","No",,,,,,
,"Active","Inventory Part","UPS:649532006854","CyberPower AVR CP685AVR 685VA UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower AVR CP685AVR 685VA UPS",0,"each (ea)","Count in each",78.71,,,0.00,0,"No","","CP685AVR","No",,,,,,
,"Active","Inventory Part","UPS:CP550SLG","CyberPower Standby CP550SLG 550 VA Desktop UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower Standby CP550SLG 550 VA Desktop UPS",0,"each (ea)","Count in each",62.45,,,0.00,0,"No","","CP550SLG","No",,"72/0511","73",,,
,"Active","Inventory Part","UPS:CP1000AVRLCD","CyberPower Intelligent LCD CP1000AVRLCD 1000VA Tower UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower Intelligent LCD CP1000AVRLCD 1000VA Tower UPS",0,"each (ea)","Count in each",130.86,,,0.00,0,"No","","CP1000AVRLCD","No",,,,,,
,"Active","Inventory Part","UPS:649532610259","CyberPower 2070VA Pure Sine Wave Tower LCD UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower Smart App Sinewave PR2200LCDSL 2070VA Pure Sine Wave Tower LCD UPS",0,"each (ea)","Count in each",719.98,,,0.00,0,"No","","PR2200LCDSL","No",,,,,,
,"Active","Inventory Part","UPS:649532610686","CyberPower CSP600WSU","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower CSP600WSU",0,"each (ea)","Count in each",18.03,,,0.00,0,"No","","CSP600WSU","No",,,,,,
,"Active","Inventory Part","UPS:649532607570","CyberPower EC550G Ecologic Series - UPS - AC 120 V - 330 Watt - 550VA","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower EC550G Ecologic Series EC550G - UPS - AC 120 V - 330 Watt - 550VA",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","EC550G","No",,,,,,
,"Active","Inventory Part","Accessories",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Accessories:TBT256","Targus TBT256 Spruce Eco-Smart Check Point-Friendly Briefcase for 15.6"" Laptops, Black","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Targus TBT256 Spruce Eco-Smart Check Point-Friendly Briefcase for 15.6"" Laptops, Black",0,"each (ea)","Count in each",52.93,,,0.00,0,"No",""," TBT256","No",,,,,,
,"Active","Inventory Part","Accessories:MCP-220-82616-0N","Supermicro MCP-220-82616-0N 2x2.5 HDD SAS3 SATA3 1xRear Drive Bay","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Supermicro MCP-220-82616-0N 2x2.5 HDD SAS3 SATA3 1xRear Drive Bay",0,"each (ea)","Count in each",71.00,,,0.00,0,"No","","MCP-220-82616-0N","No",,,,,,
,"Active","Inventory Part","Accessories:GC-TITAN RIDGE 2.0","Gigabyte GC-TITAN RIDGE 40 Gb/s Thunderbolt3 Add-in Card Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Gigabyte GC-TITAN RIDGE 40 Gb/s Thunderbolt3 Add-in Card Retail",0,"each (ea)","Count in each",142.18,,,0.00,0,"No","","GC-TITAN RIDGE 2.0","No",,,,,,
,"Active","Inventory Part","Accessories:84H342310-001","CHENBRO Accessory Rail Set 20inch FOR RM423","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CHENBRO Accessory Rail Set 20inch FOR RM423",0,"each (ea)","Count in each",34.50,,,0.00,0,"No","","84H342310-001","No",,,,,,
,"Active","Inventory Part","Accessories:BRACKETFDBK","StarTech 3.5in Hard Drive to 5.25in Front Bay Bracket Adapter","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech 3.5in Hard Drive to 5.25in Front Bay Bracket Adapter",0,"each (ea)","Count in each",5.75,,,0.00,0,"No","","BRACKETFDBK","No",,,,,,
,"Active","Inventory Part","Accessories:35BAYUSB3S4","StarTech Accessory 35BAYUSB3S4 USB 3.0 Front Panel 4PT Hub 3.5 or 5.25 Bay","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech Accessory 35BAYUSB3S4 USB 3.0 Front Panel 4PT Hub 3.5 or 5.25 Bay",0,"each (ea)","Count in each",49.68,,,0.00,0,"No","","35BAYUSB3S4","No",,,,,,
,"Active","Inventory Part","Accessories:TPM-M R2.0","Asus Accessory TPM-M R2.0 TPM Module Connector For ASUS Motherboard","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Asus Accessory TPM-M R2.0 TPM Module Connector For ASUS Motherboard",3,"each (ea)","Count in each",11.50,,,0.00,0,"No","","TPM-M R2.0","No",,,,,,
