,"Active Status","Type","Item","Description","Sales Tax Code","Purchase Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","U/M","U/M Set","Cost","Preferred Vendor","Tax Agency","Price","Gross Price","Amounts Include Tax","Reorder Pt (Min)","Manu. Part No.","Purchased for Resale","Sales Tax Return Line","Price L1","Price L2","AZ","Note","itemname"
,"Active","Service","Labour Charge","General Service Charge","H","H","Sales",,,0.00,,"","each (ea)","Count in each",0.00,,,50.00,56.5,"No","",,"No",,,,,,
,"Active","Service","Other Charges",,"H","H","Uncategorized Income",,,0.00,,"","each (ea)","Count in each",131.68,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Sound Cards",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Sound Cards:70SB174000000","Sound BlasterX AE5 Sound Card","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Sound BlasterX AE5 Sound Card",0,"each (ea)","Count in each",171.30,,,0.00,0,"No","","70SB174000000","No",,,,,,
,"Active","Inventory Part","Sound Cards:054651192515","Creative Labs Sound Card 70SB181000000 SOUND BLASTER X-3","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Creative Labs Sound Card 70SB181000000 SOUND BLASTER X-3",0,"each (ea)","Count in each",134.15,,,0.00,0,"No","","70SB181000000","No",,,,,,
,"Active","Inventory Part","Sound Cards:766623150859","Manhattan 150859 Hi-Speed USB 3-D Sound Adapter","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Manhattan Hi-Speed USB 3-D Sound Adapter",0,"each (ea)","Count in each",9.71,,,0.00,0,"No","","150859","No",,,,,,
,"Active","Inventory Part","Sound Cards:054651180963","Creative Labs  70SB150000000 SB 1500 Sound Blaster Z PCI-E Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Creative Labs 70SB150000000 SB 1500 Sound Blaster Z PCI-E Retail",0,"each (ea)","Count in each",120.00,,,0.00,0,"No","","70SB150000000","No",,,,,,
,"Active","Inventory Part","Camera",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Camera:B3","PRODATA B3 1080P FULL HD WEBCAM","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"PRODATA B3 1080P FULL HD WEBCAM",9,"each (ea)","Count in each",46.00,,,0.00,0,"No","","B3","No",,"57/0526","58",,,"B3"
,"Active","Inventory Part","Camera:C930e","Logitech Camera 960-000971 C930e Webcam USB2.0 1080p HD 1920x1080 Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech Camera 960-000971 C930e Webcam USB2.0 1080p HD 1920x1080 Retail",0,"each (ea)","Count in each",129.24,,,0.00,0,"No","","960-000971","No",,,,,,
,"Active","Inventory Part","Camera:C922x","Logitech C922x Pro Stream Webcam 1080P Camera for HD Video Streaming","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech C922x Pro Stream Webcam 1080P Camera for HD Video Streaming",6,"each (ea)","Count in each",104.58,,,0.00,0,"No","","960-001176","No",,"139/0602","145",,,"960-001176"
,"Active","Inventory Part","Camera:710931303926","TRENDnet TV-IP551W Wireless N Internet Camera","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"TRENDnet TV-IP551W Wireless N Internet Camera",0,"each (ea)","Count in each",44.11,,,0.00,0,"No","","TV-IP551W","No",,,,,,
,"Active","Inventory Part","Camera:C920S","Logitech C920S Webcam - 2.1 Megapixel - 30 fps - USB 3.1 (960-001257)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech C920S Webcam - 2.1 Megapixel - 30 fps - USB 3.1",0,"each (ea)","Count in each",76.50,,,0.00,0,"No","","960-001257","No",,,,,,
,"Active","Inventory Part","Barebone",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Barebone:735858367714","Intel  System NUC KIT BLKNUC7i7DNK1E Core i7-8650U Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel  System NUC KIT BLKNUC7i7DNK1E Core i7-8650U Retail",0,"each (ea)","Count in each",750.69,,,0.00,0,"No","","BLKNUC7I7DNK1E","No",,,,,,
,"Active","Inventory Part","Barebone:735858351423","Intel NUC 8 VR NUC8i7HVK Gaming - Core i7 i7-8809G - Mini PC - Black","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel NUC 8 VR NUC8i7HVK Gaming Desktop Computer - Core i7 i7-8809G - Mini PC - Black",0,"each (ea)","Count in each",1295.00,,,0.00,0,"No","","BOXNUC8I7HVK1","No",,,,,,
,"Active","Inventory Part","Barebone:BLKNUC7I5DNH1E","Intel BLKNUC7I5DNH1E","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel BLKNUC7I5DNH1E",1,"each (ea)","Count in each",611.50,,,0.00,0,"No","","BLKNUC7I5DNH1E","No",,"629/0413","630","679/0403",,"BLKNUC7I5DNH1E"
,"Active","Inventory Part","Barebone:735858360852","Intel NUC 7 Home NUC7i5BNKP","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel NUC 7 Home NUC7i5BNKP",0,"each (ea)","Count in each",800.00,,,0.00,0,"No","","NUC7i5BNKP","No",,,,,,
,"Active","Inventory Part","Barebone:735858338882","Intel NUC Kit BOXNUC7I7BNHX1 Core i7-7567U USB 3.0 w/16G Optane Memory","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel NUC Kit BOXNUC7I7BNHX1 Core i7-7567U USB 3.0 w/16G Optane Memory",0,"each (ea)","Count in each",669.53,,,0.00,0,"No","","BOXNUC7I7BNHX1","No",,,,,,
,"Active","Inventory Part","Barebone:735858320283","Intel NUC Kit BOXNUC7I7BNH Core i7-7567U USB 3.0 Single Pack Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel NUC Kit BOXNUC7I7BNH Core i7-7567U USB 3.0 Single Pack Retail",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","BOXNUC7I7BNH","No",,,,,,
,"Active","Inventory Part","Power Adapter",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Power Adapter:90XB00DN-MPW010","Asus 120W 90XB00DN-MPW010","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Asus 120W 90XB00DN-MPW010",0,"each (ea)","Count in each",87.91,,,0.00,0,"No","","90XB00DN-MPW010","No",,,,,,
,"Active","Inventory Part","Power Adapter:PS32-2BD","Rayovac 4 Position Battery Charger With 2AA Hybrid NiMh Batteries (PS32-2BD)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Rayovac 4 Position Battery Charger With 2AA Hybrid NiMh Batteries (PS32-2BD)",79,"each (ea)","Count in each",7.75,,,0.00,0,"No","","PS32-2BD","No",,,,,,
,"Active","Inventory Part","Power Adapter:884102019449","Cooler Master SNA 90 Slim Universal Notebook Power Charger 90W","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master SNA 90 Slim Universal Notebook Power Charger 90W",0,"each (ea)","Count in each",32.00,,,0.00,0,"No","","RP-090-SNAA-J1","No",,,,,,
,"Active","Inventory Part","Power Adapter:841163060964","ThermalTake PO-ULA-PC90BK-00 ENGERG BAR 90W LAPTOP ADAPTER","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"ThermalTake PO-ULA-PC90BK-00 ENGERG BAR 90W LAPTOP ADAPTER",0,"each (ea)","Count in each",37.19,,,0.00,0,"No","","PO-ULA-PC90BK-00","No",,,,,,
,"Active","Inventory Part","Power Adapter:Generic",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,2,"each (ea)","Count in each",15.00,,,0.00,0,"No","","Generic","No",,,,,,
,"Active","Inventory Part","Battery",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,,,0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Battery:RBC17","APC Replacement Battery Cartridge #17","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC Replacement Battery Cartridge #17",0,"each (ea)","Count in each",50.82,,,0.00,0,"No","","RBC17","No",,,,,,
,"Active","Inventory Part","Battery:RBC48","APC RBC48 battery for SUA750","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC RBC48 battery for SUA750",0,"each (ea)","Count in each",114.03,,,0.00,0,"No","","RBC48","No",,,,,,
,"Active","Inventory Part","Battery:RBC6A","TRIPP LITE RBC6A UPS Replacement Battery Cartridge","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"TRIPP LITE RBC6A UPS Replacement Battery Cartridge",0,"each (ea)","Count in each",112.85,,,0.00,0,"No","","RBC6A","No",,,,,,
,"Active","Inventory Part","Battery:CR2032","CR2032 button battery for MB","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CR2032 button battery for MB",15,"each (ea)","Count in each",0.09533,,,0.99,1.1187,"No","","CR2032","No",,"2.5","2.5",,,
,"Active","Inventory Part","Battery:APCRBC124","APC by Schneider Electric APCRBC124 UPS Replacement Battery Cartridge # 124","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC by Schneider Electric APCRBC124 UPS Replacement Battery Cartridge # 124",0,"each (ea)","Count in each",72.63,,,0.00,0,"No","","APCRBC124","No",,,,,,
,"Active","Inventory Part","Battery:APCRBC123","APC by Schneider Electric APCRBC123 UPS Replacement Battery Cartridge # 123","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC by Schneider Electric APCRBC123 UPS Replacement Battery Cartridge # 123",0,"each (ea)","Count in each",64.57,,,0.00,0,"No","","APCRBC123","No",,,,,,
,"Active","Inventory Part","Battery:NB-Generic",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",48.99,,,0.00,0,"No","","OEM Battery","No",,,,,,
,"Active","Inventory Part","Battery:ASUS",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Battery:LENOVO",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","UPS",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,,,0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","UPS:649532108251","CyberPower Intelligent LCD CP825AVRLCD 825 VA Desktop UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower Intelligent LCD CP825AVRLCD 825 VA Desktop UPS",0,"each (ea)","Count in each",116.47,,,0.00,0,"No","","CP825AVRLCD","No",,,,,,
,"Active","Inventory Part","UPS:649532607594","Cyberpower EC650LCD","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cyberpower EC650LCD",0,"each (ea)","Count in each",81.66,,,0.00,0,"No","","EC650LCD","No",,,,,,
,"Active","Inventory Part","UPS:731304322764","APC by Schneider Electric Smart-UPS SMC1500C 1500VA Desktop UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC by Schneider Electric Smart-UPS SMC1500C 1500VA Desktop UPS",0,"each (ea)","Count in each",416.07,,,0.00,0,"No","","SMC1500C","No",,,,,,
,"Active","Inventory Part","UPS:731304335405","APC BR1500MS Back UPS PRO BR 1500VA SineWave 10Outlets 2xUSB port AVR LCD Brown Box","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC BR1500MS Back UPS PRO BR 1500VA SineWave 10Outlets 2xUSB port AVR LCD Brown Box",0,"each (ea)","Count in each",249.15,,,0.00,0,"No","","BR1500MS","No",,,,,,
,"Active","Inventory Part","UPS:731304268772","APC Back-UPS Pro 1500 - UPS - 865 Watt - 1500 VA","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC Back-UPS Pro 1500 - UPS - 865 Watt - 1500 VA",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","BR1500G","No",,,,,,
,"Active","Inventory Part","UPS:731304021360","APC BK500BLK Back-UPS CS 500VA Tower UPS 500VA/300W Battery Backup System","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"APC Back-UPS CS 500VA Tower UPS..500VA/300W Battery Backup System",0,"each (ea)","Count in each",129.00,,,0.00,0,"No","","BK500BLK","No",,,,,,
,"Active","Inventory Part","UPS:649532006854","CyberPower AVR CP685AVR 685VA UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower AVR CP685AVR 685VA UPS",0,"each (ea)","Count in each",78.71,,,0.00,0,"No","","CP685AVR","No",,,,,,
,"Active","Inventory Part","UPS:649532005598","CyberPower Standby CP550SLG 550 VA Desktop UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower Standby CP550SLG 550 VA Desktop UPS",1,"each (ea)","Count in each",62.45,,,0.00,0,"No","","CP550SLG","No",,"72/0511","73",,,"CP550SLG"
,"Active","Inventory Part","UPS:649532010004","CyberPower Intelligent LCD CP1000AVRLCD 1000VA Tower UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower Intelligent LCD CP1000AVRLCD 1000VA Tower UPS",0,"each (ea)","Count in each",137.90,,,0.00,0,"No","","CP1000AVRLCD","No",,,,,,
,"Active","Inventory Part","UPS:649532610259","CyberPower 2070VA Pure Sine Wave Tower LCD UPS","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower Smart App Sinewave PR2200LCDSL 2070VA Pure Sine Wave Tower LCD UPS",0,"each (ea)","Count in each",719.98,,,0.00,0,"No","","PR2200LCDSL","No",,,,,,
,"Active","Inventory Part","UPS:649532610686","CyberPower CSP600WSU","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower CSP600WSU",0,"each (ea)","Count in each",18.03,,,0.00,0,"No","","CSP600WSU","No",,,,,,
,"Active","Inventory Part","UPS:649532607570","CyberPower EC550G Ecologic Series - UPS - AC 120 V - 330 Watt - 550VA","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CyberPower EC550G Ecologic Series EC550G - UPS - AC 120 V - 330 Watt - 550VA",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","EC550G","No",,,,,,
,"Active","Inventory Part","Accessories",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Accessories:USB3SDOCKDD","StarTech USB3SDOCKDD USB3.0 Laptop Docking Station with Dual DVI Video","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech USB3SDOCKDD USB3.0 Laptop Docking Station with Dual DVI Video",0,"each (ea)","Count in each",155.40,,,0.00,0,"No","","USB3SDOCKDD","No",,,,,,
,"Active","Inventory Part","Accessories:469526","Belkin QODE Slim Style Keyboard and Case for iPad Air (Black) Open Box","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Belkin iPad Air Slim Style BlueTooth Keyboard with Case [Open Box]",2,"each (ea)","Count in each",28.00,,,35.00,39.55,"No","","F5L152ttC00","No",,,,,,
,"Active","Inventory Part","Accessories:943-000093","Logitech Cloth Gaming Mouse Pad","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech Cloth Gaming Mouse Pad",0,"each (ea)","Count in each",27.01,,,0.00,0,"No","","943-000093","No",,,,,,
,"Active","Inventory Part","Accessories:621024410-GP","CoolerMaster HAF 912 USB 3.0 5.25in Bracket - OEM Package (621024410-GP)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster HAF 912 USB 3.0 5.25in Bracket - OEM Package (621024410-GP)",4,"each (ea)","Count in each",1.00,,,0.00,0,"No","","621024410-GP","No",,,,,,
,"Active","Inventory Part","Accessories:SM-T510NZKAXAC","Samsung Galaxy Tab A SM-T510NZKAXAC 10.1in Tablet Black","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Samsung Galaxy Tab A SM-T510NZKAXAC 10.1in Tablet with 1.8GHz, Octa-Core Processor, 32GB of Stor...",0,"each (ea)","Count in each",290.99,,,0.00,0,"No","","SM-T510NZKAXAC","No",,,,,,
,"Active","Inventory Part","Accessories:BRCASE/SINGLE","Blu-ray Single Case","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Blu-ray Single Case",0,"each (ea)","Count in each",0.325,,,0.50,0.565,"No","","BRCASE/SINGLE","No",,,,,,
,"Active","Inventory Part","Accessories:ST128HD20","StarTech 8-Port 4K 60Hz HDMI Splitter - HDR Support - HDMI 2.0 - ST128HD20","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech 8-Port 4K 60Hz HDMI Splitter - HDR Support - HDMI 2.0 - ST128HD20",0,"each (ea)","Count in each",135.26,,,0.00,0,"No","","ST128HD20","No",,,,,,
,"Active","Inventory Part","Accessories:745883566358","Linksys Wireless-G Bridge for Phone Adapters WBP54G EN Fast EN 802.11b 802.11g (WBP54G)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Linksys Wireless-G Bridge for Phone Adapters WBP54G EN Fast EN 802.11b 802.11g (WBP54G)",0,"each (ea)","Count in each",33.15,,,0.00,0,"No",""," WBP54G","No",,,,,,
,"Active","Inventory Part","Accessories:105912G-912","Zebra 105912G-912 Cleaning Kit - For Printer","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Zebra 105912G-912 Cleaning Kit - For Printer",0,"each (ea)","Count in each",33.34,,,0.00,0,"No","","105912G-912","No",,,,,,
,"Active","Inventory Part","Accessories:0854432498610","Zebra Blank Card 500-pk","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Zebra Blank Card 500-pk",0,"each (ea)","Count in each",84.38,,,0.00,0,"No","","104523-113","No",,,,,,
,"Active","Inventory Part","Accessories:MA-BK01-LP1K","XFX MA-BK01-LP1K Low Profile Double/Single Bracket Kit","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"XFX MA-BK01-LP1K Low Profile Double/Single Bracket Kit",3,"each (ea)","Count in each",2.75,,,0.00,0,"No","","MA-BK01-LP1K","No",,,,,,
,"Active","Inventory Part","Accessories:USR5639","USRobotics 56K USB Softmodem","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"USRobotics 56K USB Softmodem",0,"each (ea)","Count in each",39.19,,,0.00,0,"No","","USR5639","No",,,,,,
,"Active","Inventory Part","Accessories:065030844178","Startech.com USB2VGAE3 USB to VGA Display Adapter","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Startech.com USB2VGAE3 USB to VGA Display Adapter",0,"each (ea)","Count in each",54.02,,,0.00,0,"No","","USB2VGAE3","No",,,,,,
,"Active","Inventory Part","Accessories:HDMI(M)-DVI(F)","HDMI Male/DVI Female Adapter","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"HDMI Male/DVI Female Adapter",0,"each (ea)","Count in each",2.70,,,0.00,0,"No","","HDMI(M)-DVI(F)","No",,,,,,
,"Active","Inventory Part","Accessories:065030855884","StarTech SDOCK2U33RE USB3.0 SATA to 2.5/3.5inch SATA HDD/SSD Duplicator Dock","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech SDOCK2U33RE USB3.0 SATA to 2.5/3.5inch SATA HDD/SSD Duplicator Dock",0,"each (ea)","Count in each",111.00,,,0.00,0,"No","","SDOCK2U33RE","No",,,,,,
,"Active","Inventory Part","Accessories:84H323610-034","Chenbro 84H323610-034 2U to 4U 26 Tool-less Kingslide Rail Brown Box","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Chenbro 84H323610-034 2U to 4U 26 Tool-less Kingslide Rail Brown Box",1,"each (ea)","Count in each",49.00,,,0.00,0,"No","","84H323610-034","No",,,,,,
,"Active","Inventory Part","Accessories:092636313722","Targus Docking Station for Notebook - USB 3.0 - 6 x USB Ports - 6 x USB 3.0 - Network (RJ-45) - ...","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Targus Docking Station for Notebook - USB 3.0 - 6 x USB Ports - 6 x USB 3.0 - Network (RJ-45) - ...",0,"each (ea)","Count in each",145.27,,,0.00,0,"No","","DOCK130USZ","No",,,,,,
,"Active","Inventory Part","Accessories:LDT12-C024N","Economy Double Joint Steel Monitor Arm MODEL/PART#: LDT12-C024N 	","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Economy Double Joint Steel Monitor Arm MODEL/PART#: LDT12-C024N 	",0,"each (ea)","Count in each",36.00,,,0.00,0,"No","","LDT12-C024N","No",,,,,,
,"Active","Inventory Part","Accessories:USR5637","USRobotics USR5637 - Fax / modem - USB - 56 Kbps - V.90, V.92","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"USRobotics USR5637 - Fax / modem - USB - 56 Kbps - V.90, V.92",0,"each (ea)","Count in each",80.68,,,0.00,0,"No","","USR5637","No",,,,,,
,"Active","Inventory Part","Accessories:USB56KEMH2","StarTech USB56KEMH2 USB Dial-up and Fax Modem 56K External Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech Networking USB56KEMH2 USB Dial-up and Fax Modem 56K External Retail",0,"each (ea)","Count in each",52.33,,,0.00,0,"No","","USB56KEMH2","No",,,,,,
,"Active","Inventory Part","Accessories:CMWLEKIT2","CORSAIR Vengeance RGB PRO Light Enhancement Kit (Memory not Included) – Black","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CORSAIR Vengeance RGB PRO Light Enhancement Kit (Memory not Included) – Black",0,"each (ea)","Count in each",50.49,,,0.00,0,"No","","CMWLEKIT2","No",,,,,,
,"Active","Inventory Part","Accessories:USB-FLOPPY","External USB floppy drive","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"External USB floppy drive",0,"each (ea)","Count in each",12.00,,,0.00,0,"No","","USB-FLOPPY","No",,,,,,
,"Active","Inventory Part","Accessories:097855061614","Logitech R400 Wireless Presenter (910-001354)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech R400 Wireless Presenter (910-001354)",0,"each (ea)","Count in each",48.67,,,0.00,0,"No","","910-001354","No",,,,,,
,"Active","Inventory Part","Accessories:Generic",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,42,"each (ea)","Count in each",17.99,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Accessories:Generic:827955026745","Inwin Crown twin 120mm fan (CROWN AC120 TWIN)..","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Inwin Crown twin 120mm fan (CROWN AC120 TWIN)..",0,"each (ea)","Count in each",61.54,,,0.00,0,"No","","CROWN AC120 TWIN","No",,,,,,
,"Active","Inventory Part","Accessories:SNA-BR2/35","Kingston SNA-BR2/35 2.5in to 3.5in Bracket/Screws","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Kingston SNA-BR2/35 2.5in to 3.5in Bracket/Screws",174,"each (ea)","Count in each",2.04,,,0.00,0,"No","","SNA-BR2/35","No",,"4.5","5",,,"SNA-BR2/35"
,"Active","Inventory Part","Accessories:RR-AM4B-H212-S1","CoolerMaster RR-AM4B-H212-S1 AMD AM4 Upgrade kit Air1 XClip","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster RR-AM4B-H212-S1 AMD AM4 Upgrade kit Air1 XClip",7,"each (ea)","Count in each",1.00,,,0.00,0,"No","","RR-AM4B-H212-S1","No",,"4","4",,,"RR-AM4B-H212-S1"
,"Active","Inventory Part","Accessories:ZFM5621LT","IMMIZONET ZFM5621LT 56K Win Modem Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"IMMIZONET ZFM5621LT 56K Win Modem Retail",33,"each (ea)","Count in each",0.00,,,0.00,0,"No","","ZFM5621LT","No",,"5","5",,,
,"Active","Inventory Part","Accessories:097855133991","Logitech 910-005235 Unifying Receiver","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech 910-005235 Unifying Receiver",4,"each (ea)","Count in each",9.49,,,0.00,0,"No","","910-005235","No",,,,,,
,"Active","Inventory Part","Accessories:F8E093","Belkin - F8E093  Anti-Static Wrist Band","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Belkin - F8E093  Anti-Static Wrist Band",0,"each (ea)","Count in each",4.40,,,0.00,0,"No","","F8E093","No",,,,,,
,"Active","Inventory Part","Accessories:942-11431-0007-001","Nvida 3D Vision 2 Wireless Glasses Kit","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Nvida 3D Vision 2 Wireless Glasses Kit",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","942-11431-0007-001","No",,,,,,
,"Active","Inventory Part","Accessories:DVD-93975","VERBATIM CD JEWEL CASES TRIMPAK JC CLEAR COL 200PK","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"VERBATIM CD JEWEL CASES TRIMPAK JC CLEAR COL 200PK",1,"each (ea)","Count in each",29.00,,,0.00,0,"No","","93975","No",,,,,,
,"Active","Inventory Part","Accessories:1MK33UT#ABA","HP Docking Station - for Notebook/Tablet PC/Desktop PC  - Wired","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"HP Docking Station - for Notebook/Tablet PC/Desktop PC  - Wired",0,"each (ea)","Count in each",238.99,,,0.00,0,"No","","1MK33UT#ABA","No",,,,,,
,"Active","Inventory Part","Accessories:2SP60UT#ABA","HP ProBook 430 G5 13.3"" LCD Notebook..(2SP60UT#ABA)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"HP ProBook 430 G5 13.3"" LCD Notebook..(2SP60UT#ABA)",0,"each (ea)","Count in each",1244.82,,,0.00,0,"No","","2SP60UT#ABA","No",,,,,,
,"Active","Inventory Part","Accessories:960-000764","Logitech C920 USB Webcam - Black (960-000764)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Logitech C920 USB Webcam - Black (960-000764)",0,"each (ea)","Count in each",75.51,,,0.00,0,"No","","960-000764","No",,,,,,
,"Active","Inventory Part","Accessories:AOC-S3108L-H8iR","Supermicro AOC-S3108L-H8iR add-on card","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Supermicro AOC-S3108L-H8iR add-on card",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","AOC-S3108L-H8iR","No",,,,,,
,"Active","Inventory Part","Accessories:BKT-BBU-BRACKET-05","Supermicro Accessory BKT-BBU-BRACKET-05 Mounting Bracket for LSI BBUs and Power Modules Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Supermicro Accessory BKT-BBU-BRACKET-05 Mounting Bracket for LSI BBUs and Power Modules Retail",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","BKT-BBU-BRACKET-05","No",,,,,,
,"Active","Inventory Part","Accessories:BTR-TFM8G-LSICVM02","Supermicro Accessory BTR-TFM8G-LSICVM02 03-25444-06 LSI Supercap 8G CV+24inch Cable Whole Kit Br...","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Supermicro Accessory BTR-TFM8G-LSICVM02 03-25444-06 LSI Supercap 8G CV+24inch Cable Whole Kit Br...",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","BTR-TFM8G-LSICVM02","No",,,,,,
